schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
12/14/20,2020,14,FALSE,CLE,42,47,BAL,BAL,-3,45.5,FirstEnergy Stadium,FALSE,,,,
12/17/20,2020,15,FALSE,LVR,27,30,LAC,LVR,-3.5,52.5,Allegiant Stadium,FALSE,72,0,,indoor
12/19/20,2020,15,FALSE,DEN,19,48,BUF,BUF,-6,48,Sports Authority Field at Mile High,FALSE,,,,
12/19/20,2020,15,FALSE,GB,24,16,CAR,GB,-9,53,Lambeau Field,FALSE,,,,
12/20/20,2020,15,FALSE,ARI,33,26,PHI,ARI,-6,49.5,University of Phoenix Stadium,FALSE,72,0,,indoor
12/20/20,2020,15,FALSE,ATL,27,31,TB,TB,-6,49.5,Mercedes-Benz Stadium,FALSE,72,0,,indoor
12/20/20,2020,15,FALSE,BAL,40,14,JAX,BAL,-12.5,49,M&T Bank Stadium,FALSE,,,,
12/20/20,2020,15,FALSE,DAL,41,33,SF,SF,-4,45.5,AT&T Stadium,FALSE,72,0,,indoor
12/20/20,2020,15,FALSE,IND,27,20,HOU,IND,-7.5,52.5,Lucas Oil Stadium,FALSE,72,0,,indoor
12/20/20,2020,15,FALSE,LA,20,23,NYJ,LAR,-17,44.5,SoFi Stadium,FALSE,72,0,,indoor
12/20/20,2020,15,FALSE,MIA,22,12,NWE,NE,-1,40,Hard Rock Stadium,FALSE,,,,
12/20/20,2020,15,FALSE,MIN,27,33,CHI,MIN,-3,47,U.S. Bank Stadium,FALSE,72,0,,indoor
12/20/20,2020,15,FALSE,NO,29,32,KC,KC,-2.5,54,Mercedes-Benz Superdome,FALSE,72,0,,indoor
12/20/20,2020,15,FALSE,NYG,6,20,CLE,CLE,-6.5,44.5,MetLife Stadium,FALSE,,,,
12/20/20,2020,15,FALSE,TEN,46,25,DET,TEN,-8.5,54,Nissan Stadium,FALSE,,,,
12/20/20,2020,15,FALSE,WAS,15,20,SEA,SEA,-6,44,FedEx Field,FALSE,,,,
12/21/20,2020,15,FALSE,CIN,27,17,PIT,PIT,-14.5,40.5,Paul Brown Stadium,FALSE,,,,
12/25/20,2020,16,FALSE,NO,52,33,MIN,NO,-6.5,49.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
12/26/20,2020,16,FALSE,ARI,12,20,SF,ARI,-6,49,University of Phoenix Stadium,FALSE,72,0,,indoor
12/26/20,2020,16,FALSE,DET,7,47,TB,TB,-12,55,Ford Field,FALSE,72,0,,indoor
12/26/20,2020,16,FALSE,LVR,25,26,MIA,MIA,-2.5,50,Allegiant Stadium,FALSE,72,0,,indoor
12/27/20,2020,16,FALSE,BAL,27,13,NYG,BAL,-9.5,43.5,M&T Bank Stadium,FALSE,,,,
12/27/20,2020,16,FALSE,DAL,37,17,PHI,PHI,-3,50.5,AT&T Stadium,FALSE,72,0,,indoor
12/27/20,2020,16,FALSE,GB,40,14,TEN,GB,-3,52.5,Lambeau Field,FALSE,,,,
12/27/20,2020,16,FALSE,HOU,31,37,CIN,HOU,-7.5,46,NRG Stadium,FALSE,72,0,,indoor
12/27/20,2020,16,FALSE,JAX,17,41,CHI,CHI,-9.5,47,TIAA Bank Field,FALSE,,,,
12/27/20,2020,16,FALSE,KC,17,14,ATL,KC,-11,54,Arrowhead Stadium,FALSE,,,,
12/27/20,2020,16,FALSE,LAC,19,16,DEN,LAC,-2,47.5,SoFi Stadium,FALSE,72,0,,indoor
12/27/20,2020,16,FALSE,NYJ,23,16,CLE,CLE,-6.5,45,MetLife Stadium,FALSE,,,,
12/27/20,2020,16,FALSE,PIT,28,24,IND,IND,-1,42.5,Heinz Field,FALSE,,,,
12/27/20,2020,16,FALSE,SEA,20,9,LA,SEA,-1.5,48,CenturyLink Field,FALSE,,,,
12/27/20,2020,16,FALSE,WAS,13,20,CAR,CAR,-1,42,FedEx Field,FALSE,,,,
12/28/20,2020,16,FALSE,NWE,9,38,BUF,BUF,-7,47,Gillette Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,BUF,56,26,MIA,MIA,-3,42.5,New Era Field,FALSE,,,,
1/3/21,2020,17,FALSE,CAR,7,33,NO,NO,-6,46.5,Bank of America Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,CHI,16,35,GB,GB,-4.5,48.5,Soldier Field,FALSE,,,,
1/3/21,2020,17,FALSE,CIN,3,38,BAL,BAL,-13.5,45,Paul Brown Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,CLE,24,22,PIT,CLE,-10.5,44.5,FirstEnergy Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,DEN,31,32,LVR,LVR,-2.5,50.5,Sports Authority Field at Mile High,FALSE,,,,
1/3/21,2020,17,FALSE,DET,35,37,MIN,MIN,-3,53.5,Ford Field,FALSE,72,0,,indoor
1/3/21,2020,17,FALSE,HOU,38,41,TEN,TEN,-7,55.5,NRG Stadium,FALSE,72,0,,indoor
1/3/21,2020,17,FALSE,IND,28,14,JAX,IND,-15.5,48,Lucas Oil Stadium,FALSE,72,0,,indoor
1/3/21,2020,17,FALSE,KC,21,38,LAC,LAC,-6.5,43,Arrowhead Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,LA,18,7,ARI,LAR,-1,42,SoFi Stadium,FALSE,72,0,,indoor
1/3/21,2020,17,FALSE,NWE,28,14,NYJ,NE,-3,41,Gillette Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,NYG,23,19,DAL,DAL,-1.5,43.5,MetLife Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,PHI,14,20,WAS,WAS,-6.5,43.5,Lincoln Financial Field,FALSE,,,,
1/3/21,2020,17,FALSE,SF,23,26,SEA,SEA,-7,45,Levi's Stadium,FALSE,,,,
1/3/21,2020,17,FALSE,TB,44,27,ATL,TB,-7,51,Raymond James Stadium,FALSE,,,,
1/9/21,2020,Wildcard,TRUE,BUF,27,24,IND,BUF,-7,50.5,New Era Field,FALSE,34,6,59,
1/9/21,2020,Wildcard,TRUE,SEA,20,30,LA,SEA,-3,42.5,CenturyLink Field,FALSE,39,1,91,
1/9/21,2020,Wildcard,TRUE,WAS,23,31,TB,TB,-10,45,FedEx Field,FALSE,40,10,47,
1/10/21,2020,Wildcard,TRUE,NO,21,9,CHI,NO,-11,48,Mercedes-Benz Superdome,FALSE,72,0,,indoor
1/10/21,2020,Wildcard,TRUE,PIT,37,48,CLE,PIT,-5.5,47.5,Heinz Field,FALSE,34,1,72,
1/10/21,2020,Wildcard,TRUE,TEN,13,20,BAL,BAL,-3.5,53.5,Nissan Stadium,FALSE,33,1,63,
1/16/21,2020,Division,TRUE,BUF,17,3,BAL,BUF,-2.5,49.5,New Era Field,FALSE,34,13,81,
1/16/21,2020,Division,TRUE,GB,32,18,LA,GB,-7,45,Lambeau Field,FALSE,35,13,69,
1/17/21,2020,Division,TRUE,KC,22,17,CLE,KC,-8,56,Arrowhead Stadium,FALSE,40,13,62,
1/17/21,2020,Division,TRUE,NO,20,30,TB,NO,-2.5,53,Mercedes-Benz Superdome,FALSE,72,0,,indoor
1/24/21,2020,Conference,TRUE,GB,26,31,TB,GB,-3,53,Lambeau Field,FALSE,29,10,75,
1/24/21,2020,Conference,TRUE,KC,38,24,BUF,KC,-3,55,Arrowhead Stadium,FALSE,40,7,70,
2/7/21,2020,Superbowl,TRUE,TB,31,9,KC,KC,-3,54.5,Raymond James Stadium,FALSE,63,9,78,
9/9/21,2021,1,FALSE,TB,31,29,DAL,TB,-7.5,51.5,Raymond James Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,ATL,6,32,PHI,ATL,-3.5,48,Mercedes-Benz Stadium,FALSE,72,0,,indoor
9/12/21,2021,1,FALSE,BUF,16,23,PIT,BUF,-6.5,48.5,Highmark Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,CAR,19,14,NYJ,CAR,-5,44.5,Bank of America Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,CIN,27,24,MIN,MIN,-3,48,Paul Brown Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,DET,33,41,SF,SF,-7.5,46,Ford Field,FALSE,72,0,,indoor
9/12/21,2021,1,FALSE,HOU,37,21,JAX,JAX,-3,44.5,NRG Stadium,FALSE,72,0,,indoor
9/12/21,2021,1,FALSE,IND,16,28,SEA,SEA,-2.5,48.5,Lucas Oil Stadium,FALSE,72,0,,indoor
9/12/21,2021,1,FALSE,KC,33,29,CLE,KC,-6,53,Arrowhead Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,LA,34,14,CHI,LAR,-7.5,44.5,SoFi Stadium,FALSE,72,0,,indoor
9/12/21,2021,1,FALSE,NWE,16,17,MIA,NE,-2.5,44.5,Gillette Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,NO,38,3,GB,GB,-4,49.5,TIAA Bank Field,TRUE,,,,
9/12/21,2021,1,FALSE,NYG,13,27,DEN,DEN,-2.5,42.5,MetLife Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,TEN,13,38,ARI,TEN,-3,51.5,Nissan Stadium,FALSE,,,,
9/12/21,2021,1,FALSE,WAS,16,20,LAC,LAC,-1,44.5,FedEx Field,FALSE,,,,
9/13/21,2021,1,FALSE,LVR,33,27,BAL,BAL,-4.5,51,Allegiant Stadium,FALSE,72,0,,indoor
9/16/21,2021,2,FALSE,WAS,30,29,NYG,WAS,-3,41,FedEx Field,FALSE,,,,
9/19/21,2021,2,FALSE,ARI,34,33,MIN,ARI,-4,51,University of Phoenix Stadium,FALSE,72,0,,indoor
9/19/21,2021,2,FALSE,BAL,36,35,KC,KC,-4,55.5,M&T Bank Stadium,FALSE,,,,
9/19/21,2021,2,FALSE,CAR,26,7,NO,NO,-3.5,44,Bank of America Stadium,FALSE,,,,
9/19/21,2021,2,FALSE,CHI,20,17,CIN,CHI,-3,45,Soldier Field,FALSE,,,,
9/19/21,2021,2,FALSE,CLE,31,21,HOU,CLE,-12.5,48,FirstEnergy Stadium,FALSE,,,,
9/19/21,2021,2,FALSE,IND,24,27,LA,LAR,-4,47.5,Lucas Oil Stadium,FALSE,72,0,,indoor
9/19/21,2021,2,FALSE,JAX,13,23,DEN,DEN,-6,45.5,TIAA Bank Field,FALSE,,,,
9/19/21,2021,2,FALSE,LAC,17,20,DAL,LAC,-3,55,SoFi Stadium,FALSE,72,0,,indoor
9/19/21,2021,2,FALSE,MIA,0,35,BUF,BUF,-3,48,Hard Rock Stadium,FALSE,,,,
9/19/21,2021,2,FALSE,NYJ,6,25,NWE,NE,-5.5,42.5,MetLife Stadium,FALSE,,,,
9/19/21,2021,2,FALSE,PHI,11,17,SF,SF,-3.5,50,Lincoln Financial Field,FALSE,,,,
9/19/21,2021,2,FALSE,PIT,17,26,LVR,PIT,-6,47.5,Heinz Field,FALSE,,,,
9/19/21,2021,2,FALSE,SEA,30,33,TEN,SEA,-5.5,54,Lumen Field,FALSE,,,,
9/19/21,2021,2,FALSE,TB,48,25,ATL,TB,-12.5,52,Raymond James Stadium,FALSE,,,,
9/20/21,2021,2,FALSE,GB,35,17,DET,GB,-10.5,48,Lambeau Field,FALSE,,,,
9/23/21,2021,3,FALSE,HOU,9,24,CAR,CAR,-8,43,NRG Stadium,FALSE,72,0,,indoor
9/26/21,2021,3,FALSE,BUF,43,21,WAS,BUF,-7,45.5,Highmark Stadium,FALSE,,,,
9/26/21,2021,3,FALSE,CLE,26,6,CHI,CLE,-7.5,45,FirstEnergy Stadium,FALSE,,,,
9/26/21,2021,3,FALSE,DEN,26,0,NYJ,DEN,-10,41.5,Empower Field at Mile High,FALSE,,,,
9/26/21,2021,3,FALSE,DET,17,19,BAL,BAL,-7.5,51,Ford Field,FALSE,72,0,,indoor
9/26/21,2021,3,FALSE,JAX,19,31,ARI,ARI,-8,51.5,TIAA Bank Field,FALSE,,,,
9/26/21,2021,3,FALSE,KC,24,30,LAC,KC,-7,55,Arrowhead Stadium,FALSE,,,,
9/26/21,2021,3,FALSE,LVR,31,28,MIA,LVR,-3.5,45,Allegiant Stadium,FALSE,72,0,,indoor
9/26/21,2021,3,FALSE,LA,34,24,TB,TB,-1,55,SoFi Stadium,FALSE,72,0,,indoor
9/26/21,2021,3,FALSE,MIN,30,17,SEA,SEA,-2,54,U.S. Bank Stadium,FALSE,72,0,,indoor
9/26/21,2021,3,FALSE,NWE,13,28,NO,NE,-3,43.5,Gillette Stadium,FALSE,,,,
9/26/21,2021,3,FALSE,NYG,14,17,ATL,NYG,-2.5,48,MetLife Stadium,FALSE,,,,
9/26/21,2021,3,FALSE,PIT,10,24,CIN,PIT,-2.5,42.5,Heinz Field,FALSE,,,,
9/26/21,2021,3,FALSE,SF,28,30,GB,SF,-3,50.5,Levi's Stadium,FALSE,,,,
9/26/21,2021,3,FALSE,TEN,25,16,IND,TEN,-5,47,Nissan Stadium,FALSE,,,,
9/27/21,2021,3,FALSE,DAL,41,21,PHI,DAL,-3.5,51.5,AT&T Stadium,FALSE,72,0,,indoor
9/30/21,2021,4,FALSE,CIN,24,21,JAX,CIN,-7.5,46,Paul Brown Stadium,FALSE,,,,
10/3/21,2021,4,FALSE,ATL,30,34,WAS,WAS,-2,47.5,Mercedes-Benz Stadium,FALSE,72,0,,indoor
10/3/21,2021,4,FALSE,BUF,40,0,HOU,BUF,-19,47.5,Highmark Stadium,FALSE,,,,
10/3/21,2021,4,FALSE,CHI,24,14,DET,CHI,-3,41.5,Soldier Field,FALSE,,,,
10/3/21,2021,4,FALSE,DAL,36,28,CAR,DAL,-4.5,51.5,AT&T Stadium,FALSE,72,0,,indoor
10/3/21,2021,4,FALSE,DEN,7,23,BAL,DEN,-1,44,Empower Field at Mile High,FALSE,,,,
10/3/21,2021,4,FALSE,GB,27,17,PIT,GB,-6,45,Lambeau Field,FALSE,,,,
10/3/21,2021,4,FALSE,LA,20,37,ARI,LAR,-4,54,SoFi Stadium,FALSE,72,0,,indoor
10/3/21,2021,4,FALSE,MIA,17,27,IND,MIA,-2.5,41.5,Hard Rock Stadium,FALSE,,,,
10/3/21,2021,4,FALSE,MIN,7,14,CLE,CLE,-1,52,U.S. Bank Stadium,FALSE,72,0,,indoor
10/3/21,2021,4,FALSE,NWE,17,19,TB,TB,-6.5,49,Gillette Stadium,FALSE,,,,
10/3/21,2021,4,FALSE,NO,21,27,NYG,NO,-7,42.5,Caesars Superdome,FALSE,72,0,,indoor
10/3/21,2021,4,FALSE,NYJ,27,24,TEN,TEN,-6,44.5,MetLife Stadium,FALSE,,,,
10/3/21,2021,4,FALSE,PHI,30,42,KC,KC,-7,54,Lincoln Financial Field,FALSE,,,,
10/3/21,2021,4,FALSE,SF,21,28,SEA,SF,-2.5,52,Levi's Stadium,FALSE,,,,
10/4/21,2021,4,FALSE,LAC,28,14,LVR,LAC,-3,51.5,SoFi Stadium,FALSE,72,0,,indoor
10/7/21,2021,5,FALSE,SEA,17,26,LA,LAR,-2.5,53.5,Lumen Field,FALSE,,,,
10/10/21,2021,5,FALSE,ARI,17,10,SF,ARI,-6,48.5,State Farm Stadium,FALSE,72,0,,indoor
10/10/21,2021,5,FALSE,ATL,27,20,NYJ,ATL,-3,45.5,Tottenham Hotspur Stadium,TRUE,,,,
10/10/21,2021,5,FALSE,CAR,18,21,PHI,CAR,-2.5,46,Bank of America Stadium,FALSE,,,,
10/10/21,2021,5,FALSE,CIN,22,25,GB,GB,-2,50,Paul Brown Stadium,FALSE,,,,
10/10/21,2021,5,FALSE,DAL,44,20,NYG,DAL,-7,52.5,AT&T Stadium,FALSE,72,0,,indoor
10/10/21,2021,5,FALSE,HOU,22,25,NWE,NE,-8,39,NRG Stadium,FALSE,72,0,,indoor
10/10/21,2021,5,FALSE,JAX,19,37,TEN,TEN,-4.5,49,TIAA Bank Field,FALSE,,,,
10/10/21,2021,5,FALSE,KC,20,38,BUF,KC,-3,57,Arrowhead Stadium,FALSE,,,,
10/10/21,2021,5,FALSE,LVR,9,20,CHI,LVR,-5.5,46,Allegiant Stadium,FALSE,72,0,,indoor
10/10/21,2021,5,FALSE,LAC,47,42,CLE,LAC,-2.5,47,SoFi Stadium,FALSE,72,0,,indoor
10/10/21,2021,5,FALSE,MIN,19,17,DET,MIN,-10,49.5,U.S. Bank Stadium,FALSE,72,0,,indoor
10/10/21,2021,5,FALSE,PIT,27,19,DEN,DEN,-1.5,40,Heinz Field,FALSE,,,,
10/10/21,2021,5,FALSE,TB,45,17,MIA,TB,-11,48,Raymond James Stadium,FALSE,,,,
10/10/21,2021,5,FALSE,WAS,22,33,NO,NO,-2.5,43.5,FedEx Field,FALSE,,,,
10/11/21,2021,5,FALSE,BAL,31,25,IND,BAL,-7.5,46.5,M&T Bank Stadium,FALSE,,,,
10/14/21,2021,6,FALSE,PHI,22,28,TB,TB,-7,53,Lincoln Financial Field,FALSE,,,,
10/17/21,2021,6,FALSE,BAL,34,6,LAC,BAL,-3,51,M&T Bank Stadium,FALSE,,,,
10/17/21,2021,6,FALSE,CAR,28,34,MIN,MIN,-2.5,45.5,Bank of America Stadium,FALSE,,,,
10/17/21,2021,6,FALSE,CHI,14,24,GB,GB,-5.5,44,Soldier Field,FALSE,,,,
10/17/21,2021,6,FALSE,CLE,14,37,ARI,CLE,-3,48,FirstEnergy Stadium,FALSE,,,,
10/17/21,2021,6,FALSE,DEN,24,34,LVR,DEN,-5,45,Empower Field at Mile High,FALSE,,,,
10/17/21,2021,6,FALSE,DET,11,34,CIN,CIN,-3.5,46.5,Ford Field,FALSE,72,0,,indoor
10/17/21,2021,6,FALSE,IND,31,3,HOU,IND,-11.5,45,Lucas Oil Stadium,FALSE,72,0,,indoor
10/17/21,2021,6,FALSE,JAX,23,20,MIA,MIA,-1.5,47.5,Tottenham Hotspur Stadium,TRUE,,,,
10/17/21,2021,6,FALSE,NWE,29,35,DAL,DAL,-3.5,50.5,Gillette Stadium,FALSE,,,,
10/17/21,2021,6,FALSE,NYG,11,38,LA,LAR,-7.5,49,MetLife Stadium,FALSE,,,,
10/17/21,2021,6,FALSE,PIT,23,20,SEA,PIT,-5.5,43,Heinz Field,FALSE,,,,
10/17/21,2021,6,FALSE,WAS,13,31,KC,KC,-6.5,54,FedEx Field,FALSE,,,,
10/18/21,2021,6,FALSE,TEN,34,31,BUF,BUF,-6,53.5,Nissan Stadium,FALSE,,,,
10/21/21,2021,7,FALSE,CLE,17,14,DEN,CLE,-2,40,FirstEnergy Stadium,FALSE,,,,
10/24/21,2021,7,FALSE,ARI,31,5,HOU,ARI,-20,47.5,State Farm Stadium,FALSE,72,0,,indoor
10/24/21,2021,7,FALSE,BAL,17,41,CIN,BAL,-6.5,46,M&T Bank Stadium,FALSE,,,,
10/24/21,2021,7,FALSE,GB,24,10,WAS,GB,-8.5,48,Lambeau Field,FALSE,,,,
10/24/21,2021,7,FALSE,LVR,33,22,PHI,LVR,-1,48,Allegiant Stadium,FALSE,72,0,,indoor
10/24/21,2021,7,FALSE,LA,28,19,DET,LAR,-16,51,SoFi Stadium,FALSE,72,0,,indoor
10/24/21,2021,7,FALSE,MIA,28,30,ATL,ATL,-1.5,47.5,Hard Rock Stadium,FALSE,,,,
10/24/21,2021,7,FALSE,NWE,54,13,NYJ,NE,-7,42.5,Gillette Stadium,FALSE,,,,
10/24/21,2021,7,FALSE,NYG,25,3,CAR,CAR,-3,43,MetLife Stadium,FALSE,,,,
10/24/21,2021,7,FALSE,SF,18,30,IND,SF,-3.5,41.5,Levi's Stadium,FALSE,,,,
10/24/21,2021,7,FALSE,TB,38,3,CHI,TB,-12,47,Raymond James Stadium,FALSE,,,,
10/24/21,2021,7,FALSE,TEN,27,3,KC,KC,-4,58.5,Nissan Stadium,FALSE,,,,
10/25/21,2021,7,FALSE,SEA,10,13,NO,NO,-6,42,Lumen Field,FALSE,,,,
10/28/21,2021,8,FALSE,ARI,21,24,GB,ARI,-6.5,51,State Farm Stadium,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,ATL,13,19,CAR,ATL,-2.5,47,Mercedes-Benz Stadium,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,BUF,26,11,MIA,BUF,-15,48.5,Highmark Stadium,FALSE,,,,
10/31/21,2021,8,FALSE,CHI,22,33,SF,SF,-4.5,40,Soldier Field,FALSE,,,,
10/31/21,2021,8,FALSE,CLE,10,15,PIT,CLE,-5.5,43,FirstEnergy Stadium,FALSE,,,,
10/31/21,2021,8,FALSE,DEN,17,10,WAS,DEN,-4,45,Empower Field at Mile High,FALSE,,,,
10/31/21,2021,8,FALSE,DET,6,44,PHI,PHI,-3,48,Ford Field,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,HOU,22,38,LA,LAR,-16.5,47,NRG Stadium,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,IND,31,34,TEN,IND,-3,51,Lucas Oil Stadium,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,LAC,24,27,NWE,LAC,-3.5,50.5,SoFi Stadium,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,MIN,16,20,DAL,MIN,-4,49,U.S. Bank Stadium,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,NO,36,27,TB,TB,-4,48,Caesars Superdome,FALSE,72,0,,indoor
10/31/21,2021,8,FALSE,NYJ,34,31,CIN,CIN,-11.5,43,MetLife Stadium,FALSE,,,,
10/31/21,2021,8,FALSE,SEA,31,7,JAX,SEA,-4,44.5,Lumen Field,FALSE,,,,
11/1/21,2021,8,FALSE,KC,20,17,NYG,KC,-10.5,53,Arrowhead Stadium,FALSE,,,,
11/4/21,2021,9,FALSE,IND,45,30,NYJ,IND,-10,45.5,Lucas Oil Stadium,FALSE,72,0,,indoor
11/7/21,2021,9,FALSE,BAL,34,31,MIN,BAL,-7,51,M&T Bank Stadium,FALSE,,,,
11/7/21,2021,9,FALSE,CAR,6,24,NWE,NE,-3.5,41.5,Bank of America Stadium,FALSE,,,,
11/7/21,2021,9,FALSE,CIN,16,41,CLE,CIN,-2,47.5,Paul Brown Stadium,FALSE,,,,
11/7/21,2021,9,FALSE,DAL,16,30,DEN,DAL,-10,50,AT&T Stadium,FALSE,72,0,,indoor
11/7/21,2021,9,FALSE,JAX,9,6,BUF,BUF,-14.5,48.5,TIAA Bank Field,FALSE,,,,
11/7/21,2021,9,FALSE,KC,13,7,GB,KC,-7,48,Arrowhead Stadium,FALSE,,,,
11/7/21,2021,9,FALSE,LA,16,28,TEN,LAR,-7,53,SoFi Stadium,FALSE,72,0,,indoor
11/7/21,2021,9,FALSE,MIA,17,9,HOU,MIA,-4,45,Hard Rock Stadium,FALSE,,,,
11/7/21,2021,9,FALSE,NO,25,27,ATL,NO,-6.5,43,Caesars Superdome,FALSE,72,0,,indoor
11/7/21,2021,9,FALSE,NYG,23,16,LVR,LVR,-3,47,MetLife Stadium,FALSE,,,,
11/7/21,2021,9,FALSE,PHI,24,27,LAC,LAC,-1,49.5,Lincoln Financial Field,FALSE,,,,
11/7/21,2021,9,FALSE,SF,17,31,ARI,SF,-5.5,44.5,Levi's Stadium,FALSE,,,,
11/8/21,2021,9,FALSE,PIT,29,27,CHI,PIT,-7,40,Heinz Field,FALSE,,,,
11/11/21,2021,10,FALSE,MIA,22,10,BAL,BAL,-8.5,47,Hard Rock Stadium,FALSE,,,,
11/14/21,2021,10,FALSE,ARI,10,34,CAR,ARI,-7,41.5,State Farm Stadium,FALSE,72,0,,indoor
11/14/21,2021,10,FALSE,DAL,43,3,ATL,DAL,-7.5,55,AT&T Stadium,FALSE,72,0,,indoor
11/14/21,2021,10,FALSE,DEN,13,30,PHI,DEN,-1,44.5,Empower Field at Mile High,FALSE,,,,
11/14/21,2021,10,FALSE,GB,17,0,SEA,GB,-3,49,Lambeau Field,FALSE,,,,
11/14/21,2021,10,FALSE,IND,23,17,JAX,IND,-10.5,48,Lucas Oil Stadium,FALSE,72,0,,indoor
11/14/21,2021,10,FALSE,LVR,14,41,KC,KC,-2.5,54,Allegiant Stadium,FALSE,72,0,,indoor
11/14/21,2021,10,FALSE,LAC,20,27,MIN,LAC,-3,53.5,SoFi Stadium,FALSE,72,0,,indoor
11/14/21,2021,10,FALSE,NWE,45,7,CLE,NE,-2.5,45,Gillette Stadium,FALSE,,,,
11/14/21,2021,10,FALSE,NYJ,17,45,BUF,BUF,-13.5,48.5,MetLife Stadium,FALSE,,,,
11/14/21,2021,10,FALSE,PIT,16,16,DET,PIT,-6,40.5,Heinz Field,FALSE,,,,
11/14/21,2021,10,FALSE,TEN,23,21,NO,TEN,-3,42.5,Nissan Stadium,FALSE,,,,
11/14/21,2021,10,FALSE,WAS,29,19,TB,TB,-10,50.5,FedEx Field,FALSE,,,,
11/15/21,2021,10,FALSE,SF,31,10,LA,LAR,-3.5,50,Levi's Stadium,FALSE,,,,
11/18/21,2021,11,FALSE,ATL,0,25,NWE,NE,-7,47,Mercedes-Benz Stadium,FALSE,72,0,,indoor
11/21/21,2021,11,FALSE,BUF,15,41,IND,BUF,-7,49.5,Highmark Stadium,FALSE,,,,
11/21/21,2021,11,FALSE,CAR,21,27,WAS,CAR,-3,43,Bank of America Stadium,FALSE,,,,
11/21/21,2021,11,FALSE,CHI,13,16,BAL,BAL,-1,40.5,Soldier Field,FALSE,,,,
11/21/21,2021,11,FALSE,CLE,13,10,DET,CLE,-13.5,42.5,FirstEnergy Stadium,FALSE,,,,
11/21/21,2021,11,FALSE,JAX,10,30,SF,SF,-6.5,45.5,TIAA Bank Field,FALSE,,,,
11/21/21,2021,11,FALSE,KC,19,9,DAL,KC,-2.5,56,Arrowhead Stadium,FALSE,,,,
11/21/21,2021,11,FALSE,LVR,13,32,CIN,CIN,-2,50.5,Allegiant Stadium,FALSE,72,0,,indoor
11/21/21,2021,11,FALSE,LAC,41,37,PIT,LAC,-6,47.5,SoFi Stadium,FALSE,72,0,,indoor
11/21/21,2021,11,FALSE,MIN,34,31,GB,GB,-1,47,U.S. Bank Stadium,FALSE,72,0,,indoor
11/21/21,2021,11,FALSE,NYJ,17,24,MIA,MIA,-3.5,44.5,MetLife Stadium,FALSE,,,,
11/21/21,2021,11,FALSE,PHI,40,29,NO,PHI,-3,42,Lincoln Financial Field,FALSE,,,,
11/21/21,2021,11,FALSE,SEA,13,23,ARI,SEA,-4.5,45,Lumen Field,FALSE,,,,
11/21/21,2021,11,FALSE,TEN,13,22,HOU,TEN,-10,44.5,Nissan Stadium,FALSE,,,,
11/22/21,2021,11,FALSE,TB,30,10,NYG,TB,-11.5,50,Raymond James Stadium,FALSE,,,,
11/25/21,2021,12,FALSE,DAL,33,36,LVR,DAL,-7,51,AT&T Stadium,FALSE,72,0,,indoor
11/25/21,2021,12,FALSE,DET,14,16,CHI,CHI,-2,41.5,Ford Field,FALSE,72,0,,indoor
11/25/21,2021,12,FALSE,NO,6,31,BUF,BUF,-7,45,Caesars Superdome,FALSE,72,0,,indoor
11/28/21,2021,12,FALSE,BAL,16,10,CLE,BAL,-3,47.5,M&T Bank Stadium,FALSE,,,,
11/28/21,2021,12,FALSE,CIN,41,10,PIT,CIN,-3.5,43.5,Paul Brown Stadium,FALSE,,,,
11/28/21,2021,12,FALSE,DEN,28,13,LAC,LAC,-3,47,Empower Field at Mile High,FALSE,,,,
11/28/21,2021,12,FALSE,GB,36,28,LA,LAR,-2,46.5,Lambeau Field,FALSE,,,,
11/28/21,2021,12,FALSE,HOU,14,21,NYJ,HOU,-3,44.5,NRG Stadium,FALSE,72,0,,indoor
11/28/21,2021,12,FALSE,IND,31,38,TB,TB,-3,53,Lucas Oil Stadium,FALSE,72,0,,indoor
11/28/21,2021,12,FALSE,JAX,14,21,ATL,ATL,-1.5,46,TIAA Bank Field,FALSE,,,,
